image_id,path,label,source_dataset,generator_name,pool,split
genimage_adm_1_000058,data/normalized/genimage_adm/genimage_adm_1_000058.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000059,data/normalized/genimage_adm/genimage_adm_1_000059.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000060,data/normalized/genimage_adm/genimage_adm_1_000060.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000061,data/normalized/genimage_adm/genimage_adm_1_000061.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000062,data/normalized/genimage_adm/genimage_adm_1_000062.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000063,data/normalized/genimage_adm/genimage_adm_1_000063.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000064,data/normalized/genimage_adm/genimage_adm_1_000064.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000065,data/normalized/genimage_adm/genimage_adm_1_000065.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000066,data/normalized/genimage_adm/genimage_adm_1_000066.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000067,data/normalized/genimage_adm/genimage_adm_1_000067.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000068,data/normalized/genimage_adm/genimage_adm_1_000068.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000069,data/normalized/genimage_adm/genimage_adm_1_000069.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000070,data/normalized/genimage_adm/genimage_adm_1_000070.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000071,data/normalized/genimage_adm/genimage_adm_1_000071.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000072,data/normalized/genimage_adm/genimage_adm_1_000072.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000073,data/normalized/genimage_adm/genimage_adm_1_000073.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000074,data/normalized/genimage_adm/genimage_adm_1_000074.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000075,data/normalized/genimage_adm/genimage_adm_1_000075.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000076,data/normalized/genimage_adm/genimage_adm_1_000076.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000077,data/normalized/genimage_adm/genimage_adm_1_000077.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000078,data/normalized/genimage_adm/genimage_adm_1_000078.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000079,data/normalized/genimage_adm/genimage_adm_1_000079.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000080,data/normalized/genimage_adm/genimage_adm_1_000080.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000081,data/normalized/genimage_adm/genimage_adm_1_000081.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000082,data/normalized/genimage_adm/genimage_adm_1_000082.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000083,data/normalized/genimage_adm/genimage_adm_1_000083.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000084,data/normalized/genimage_adm/genimage_adm_1_000084.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000085,data/normalized/genimage_adm/genimage_adm_1_000085.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000086,data/normalized/genimage_adm/genimage_adm_1_000086.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000087,data/normalized/genimage_adm/genimage_adm_1_000087.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000088,data/normalized/genimage_adm/genimage_adm_1_000088.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000089,data/normalized/genimage_adm/genimage_adm_1_000089.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000090,data/normalized/genimage_adm/genimage_adm_1_000090.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000091,data/normalized/genimage_adm/genimage_adm_1_000091.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000092,data/normalized/genimage_adm/genimage_adm_1_000092.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000093,data/normalized/genimage_adm/genimage_adm_1_000093.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000094,data/normalized/genimage_adm/genimage_adm_1_000094.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000095,data/normalized/genimage_adm/genimage_adm_1_000095.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000096,data/normalized/genimage_adm/genimage_adm_1_000096.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000097,data/normalized/genimage_adm/genimage_adm_1_000097.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000098,data/normalized/genimage_adm/genimage_adm_1_000098.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000099,data/normalized/genimage_adm/genimage_adm_1_000099.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000100,data/normalized/genimage_adm/genimage_adm_1_000100.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000101,data/normalized/genimage_adm/genimage_adm_1_000101.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000102,data/normalized/genimage_adm/genimage_adm_1_000102.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000103,data/normalized/genimage_adm/genimage_adm_1_000103.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000104,data/normalized/genimage_adm/genimage_adm_1_000104.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000105,data/normalized/genimage_adm/genimage_adm_1_000105.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000106,data/normalized/genimage_adm/genimage_adm_1_000106.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000107,data/normalized/genimage_adm/genimage_adm_1_000107.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000108,data/normalized/genimage_adm/genimage_adm_1_000108.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000109,data/normalized/genimage_adm/genimage_adm_1_000109.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000110,data/normalized/genimage_adm/genimage_adm_1_000110.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000111,data/normalized/genimage_adm/genimage_adm_1_000111.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000112,data/normalized/genimage_adm/genimage_adm_1_000112.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000113,data/normalized/genimage_adm/genimage_adm_1_000113.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000114,data/normalized/genimage_adm/genimage_adm_1_000114.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000115,data/normalized/genimage_adm/genimage_adm_1_000115.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000116,data/normalized/genimage_adm/genimage_adm_1_000116.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000117,data/normalized/genimage_adm/genimage_adm_1_000117.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000118,data/normalized/genimage_adm/genimage_adm_1_000118.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000119,data/normalized/genimage_adm/genimage_adm_1_000119.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000120,data/normalized/genimage_adm/genimage_adm_1_000120.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000121,data/normalized/genimage_adm/genimage_adm_1_000121.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000122,data/normalized/genimage_adm/genimage_adm_1_000122.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000123,data/normalized/genimage_adm/genimage_adm_1_000123.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000124,data/normalized/genimage_adm/genimage_adm_1_000124.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000125,data/normalized/genimage_adm/genimage_adm_1_000125.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000126,data/normalized/genimage_adm/genimage_adm_1_000126.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000127,data/normalized/genimage_adm/genimage_adm_1_000127.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000128,data/normalized/genimage_adm/genimage_adm_1_000128.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000129,data/normalized/genimage_adm/genimage_adm_1_000129.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000130,data/normalized/genimage_adm/genimage_adm_1_000130.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000131,data/normalized/genimage_adm/genimage_adm_1_000131.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000132,data/normalized/genimage_adm/genimage_adm_1_000132.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000133,data/normalized/genimage_adm/genimage_adm_1_000133.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000134,data/normalized/genimage_adm/genimage_adm_1_000134.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000135,data/normalized/genimage_adm/genimage_adm_1_000135.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000136,data/normalized/genimage_adm/genimage_adm_1_000136.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000137,data/normalized/genimage_adm/genimage_adm_1_000137.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000138,data/normalized/genimage_adm/genimage_adm_1_000138.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000139,data/normalized/genimage_adm/genimage_adm_1_000139.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000140,data/normalized/genimage_adm/genimage_adm_1_000140.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000141,data/normalized/genimage_adm/genimage_adm_1_000141.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000142,data/normalized/genimage_adm/genimage_adm_1_000142.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000143,data/normalized/genimage_adm/genimage_adm_1_000143.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000144,data/normalized/genimage_adm/genimage_adm_1_000144.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000145,data/normalized/genimage_adm/genimage_adm_1_000145.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000146,data/normalized/genimage_adm/genimage_adm_1_000146.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000147,data/normalized/genimage_adm/genimage_adm_1_000147.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000148,data/normalized/genimage_adm/genimage_adm_1_000148.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000149,data/normalized/genimage_adm/genimage_adm_1_000149.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000150,data/normalized/genimage_adm/genimage_adm_1_000150.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000151,data/normalized/genimage_adm/genimage_adm_1_000151.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000152,data/normalized/genimage_adm/genimage_adm_1_000152.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000153,data/normalized/genimage_adm/genimage_adm_1_000153.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000154,data/normalized/genimage_adm/genimage_adm_1_000154.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000155,data/normalized/genimage_adm/genimage_adm_1_000155.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000156,data/normalized/genimage_adm/genimage_adm_1_000156.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000157,data/normalized/genimage_adm/genimage_adm_1_000157.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000158,data/normalized/genimage_adm/genimage_adm_1_000158.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000159,data/normalized/genimage_adm/genimage_adm_1_000159.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000160,data/normalized/genimage_adm/genimage_adm_1_000160.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000161,data/normalized/genimage_adm/genimage_adm_1_000161.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000162,data/normalized/genimage_adm/genimage_adm_1_000162.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000163,data/normalized/genimage_adm/genimage_adm_1_000163.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000164,data/normalized/genimage_adm/genimage_adm_1_000164.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000165,data/normalized/genimage_adm/genimage_adm_1_000165.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000166,data/normalized/genimage_adm/genimage_adm_1_000166.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000167,data/normalized/genimage_adm/genimage_adm_1_000167.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000168,data/normalized/genimage_adm/genimage_adm_1_000168.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000169,data/normalized/genimage_adm/genimage_adm_1_000169.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000170,data/normalized/genimage_adm/genimage_adm_1_000170.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000171,data/normalized/genimage_adm/genimage_adm_1_000171.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000172,data/normalized/genimage_adm/genimage_adm_1_000172.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000173,data/normalized/genimage_adm/genimage_adm_1_000173.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000174,data/normalized/genimage_adm/genimage_adm_1_000174.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000175,data/normalized/genimage_adm/genimage_adm_1_000175.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000176,data/normalized/genimage_adm/genimage_adm_1_000176.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000177,data/normalized/genimage_adm/genimage_adm_1_000177.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000178,data/normalized/genimage_adm/genimage_adm_1_000178.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000179,data/normalized/genimage_adm/genimage_adm_1_000179.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000180,data/normalized/genimage_adm/genimage_adm_1_000180.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000181,data/normalized/genimage_adm/genimage_adm_1_000181.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000182,data/normalized/genimage_adm/genimage_adm_1_000182.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000183,data/normalized/genimage_adm/genimage_adm_1_000183.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000184,data/normalized/genimage_adm/genimage_adm_1_000184.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000185,data/normalized/genimage_adm/genimage_adm_1_000185.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000186,data/normalized/genimage_adm/genimage_adm_1_000186.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000187,data/normalized/genimage_adm/genimage_adm_1_000187.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000188,data/normalized/genimage_adm/genimage_adm_1_000188.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000189,data/normalized/genimage_adm/genimage_adm_1_000189.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000190,data/normalized/genimage_adm/genimage_adm_1_000190.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000191,data/normalized/genimage_adm/genimage_adm_1_000191.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000192,data/normalized/genimage_adm/genimage_adm_1_000192.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000193,data/normalized/genimage_adm/genimage_adm_1_000193.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000194,data/normalized/genimage_adm/genimage_adm_1_000194.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000195,data/normalized/genimage_adm/genimage_adm_1_000195.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000196,data/normalized/genimage_adm/genimage_adm_1_000196.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000197,data/normalized/genimage_adm/genimage_adm_1_000197.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000198,data/normalized/genimage_adm/genimage_adm_1_000198.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000199,data/normalized/genimage_adm/genimage_adm_1_000199.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000200,data/normalized/genimage_adm/genimage_adm_1_000200.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000201,data/normalized/genimage_adm/genimage_adm_1_000201.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000202,data/normalized/genimage_adm/genimage_adm_1_000202.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000203,data/normalized/genimage_adm/genimage_adm_1_000203.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000204,data/normalized/genimage_adm/genimage_adm_1_000204.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000205,data/normalized/genimage_adm/genimage_adm_1_000205.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000206,data/normalized/genimage_adm/genimage_adm_1_000206.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000207,data/normalized/genimage_adm/genimage_adm_1_000207.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000208,data/normalized/genimage_adm/genimage_adm_1_000208.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000209,data/normalized/genimage_adm/genimage_adm_1_000209.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000210,data/normalized/genimage_adm/genimage_adm_1_000210.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000211,data/normalized/genimage_adm/genimage_adm_1_000211.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000212,data/normalized/genimage_adm/genimage_adm_1_000212.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000213,data/normalized/genimage_adm/genimage_adm_1_000213.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000214,data/normalized/genimage_adm/genimage_adm_1_000214.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000215,data/normalized/genimage_adm/genimage_adm_1_000215.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000216,data/normalized/genimage_adm/genimage_adm_1_000216.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000217,data/normalized/genimage_adm/genimage_adm_1_000217.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000218,data/normalized/genimage_adm/genimage_adm_1_000218.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000219,data/normalized/genimage_adm/genimage_adm_1_000219.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000220,data/normalized/genimage_adm/genimage_adm_1_000220.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000221,data/normalized/genimage_adm/genimage_adm_1_000221.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000222,data/normalized/genimage_adm/genimage_adm_1_000222.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000223,data/normalized/genimage_adm/genimage_adm_1_000223.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000224,data/normalized/genimage_adm/genimage_adm_1_000224.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000225,data/normalized/genimage_adm/genimage_adm_1_000225.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000226,data/normalized/genimage_adm/genimage_adm_1_000226.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000227,data/normalized/genimage_adm/genimage_adm_1_000227.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000228,data/normalized/genimage_adm/genimage_adm_1_000228.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000229,data/normalized/genimage_adm/genimage_adm_1_000229.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000230,data/normalized/genimage_adm/genimage_adm_1_000230.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000231,data/normalized/genimage_adm/genimage_adm_1_000231.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000232,data/normalized/genimage_adm/genimage_adm_1_000232.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000233,data/normalized/genimage_adm/genimage_adm_1_000233.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000234,data/normalized/genimage_adm/genimage_adm_1_000234.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000235,data/normalized/genimage_adm/genimage_adm_1_000235.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000236,data/normalized/genimage_adm/genimage_adm_1_000236.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000237,data/normalized/genimage_adm/genimage_adm_1_000237.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000238,data/normalized/genimage_adm/genimage_adm_1_000238.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000239,data/normalized/genimage_adm/genimage_adm_1_000239.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000240,data/normalized/genimage_adm/genimage_adm_1_000240.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000241,data/normalized/genimage_adm/genimage_adm_1_000241.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000242,data/normalized/genimage_adm/genimage_adm_1_000242.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000243,data/normalized/genimage_adm/genimage_adm_1_000243.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000244,data/normalized/genimage_adm/genimage_adm_1_000244.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000245,data/normalized/genimage_adm/genimage_adm_1_000245.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000246,data/normalized/genimage_adm/genimage_adm_1_000246.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000247,data/normalized/genimage_adm/genimage_adm_1_000247.jpg,1,genimage,adm,A,member_train
genimage_adm_1_000248,data/normalized/genimage_adm/genimage_adm_1_000248.jpg,1,genimage,adm,A,member_train
